City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
266,xinyuan,37.3,99.0,0.28,58,7,2.68,CN,1697509147
267,lascano,-33.6667,-54.2,17.1,96,18,3.34,UY,1697509147
268,hasaki,35.7333,140.8333,22.22,65,6,6.84,JP,1697509147
269,cronulla,-34.05,151.15,18.41,75,75,10.8,AU,1697509147
270,hundested,55.9667,11.8667,8.84,85,42,0.45,DK,1697509147
271,rio grande,-32.035,-52.0986,19.41,97,75,3.66,BR,1697509148
272,concepcion,-36.827,-73.0498,10.89,82,0,3.09,CL,1697508974
273,zag,46.9441,99.165,-1.2,45,0,3.06,MN,1697509148
274,mahibadhoo,3.7833,72.9667,27.9,71,71,7.28,MV,1697509148
275,staryye ozinki,51.1786,49.6769,9.39,40,92,10.24,RU,1697509148
276,avellaneda,-29.1176,-59.6583,22.66,93,24,4.25,AR,1697509149
277,chivilcoy,-34.8957,-60.0167,13.13,89,0,4.4,AR,1697509149
278,beboto,8.2668,16.939,20.8,97,19,1.61,TD,1697509149
279,tarasovskiy,48.7292,40.3636,5.99,78,30,8.83,RU,1697509150
280,portland,45.5234,-122.6762,16.02,93,75,4.12,US,1697509115
281,lompoc,34.6391,-120.4579,19.88,80,20,12.52,US,1697509150
282,guiuan,11.0333,125.7247,28.49,73,93,3.88,PH,1697509150
283,hammerfest,70.6634,23.6821,0.25,93,75,1.03,NO,1697509150
284,itacare,-14.2775,-38.9967,23.05,85,59,2.43,BR,1697509151
285,mahebourg,-20.4081,57.7,22.36,94,40,1.54,MU,1697509151
286,jayapura,-2.5333,140.7,33.66,66,48,2.27,ID,1697509151
287,afaahiti,-17.75,-149.2833,27.93,83,100,5.83,PF,1697509151
288,mount gambier,-37.8333,140.7667,17.54,43,0,1.27,AU,1697509152
289,okhotsk,59.3833,143.3,-5.49,70,44,9.04,RU,1697509152
290,ta`u,-14.2336,-169.5144,26.72,80,30,8.41,AS,1697509152
291,crane,31.3974,-102.3501,18.61,35,0,3.65,US,1697509152
292,griffith,41.5284,-87.4237,11.58,75,100,4.12,US,1697509152
293,palmer,42.1584,-72.3287,10.66,84,40,0.0,US,1697509106
294,qamdo,31.1667,97.2333,3.1,47,100,2.28,CN,1697509153
295,sutherlin,43.3901,-123.3126,18.0,58,75,0.0,US,1697509153
296,caleta de carquin,-11.0925,-77.6267,19.11,87,93,4.2,PE,1697509153
297,fisterra,42.9049,-9.2629,22.64,79,100,12.97,ES,1697509153
298,fort st. john,56.2499,-120.8529,7.94,93,100,2.06,CA,1697508944
299,san andres,12.5847,-81.7006,27.01,94,40,2.06,CO,1697509154
300,presidente epitacio,-21.7633,-52.1156,28.86,42,49,2.43,BR,1697509154
301,pariaman,-0.619,100.12,27.03,81,100,0.78,ID,1697509154
302,auki,-8.7676,160.7034,27.9,80,100,1.79,SB,1697508924
303,klaksvik,62.2266,-6.589,8.51,83,85,7.13,FO,1697509154
304,itoman,26.1247,127.6694,27.21,50,20,6.17,JP,1697509154
305,san antonio de pale,-1.4014,5.6325,25.69,80,100,5.45,GQ,1697509155
306,nagqu,31.5,92.0,1.79,40,91,3.22,CN,1697509155
307,aasiaat,68.7098,-52.8699,-9.56,92,100,4.73,GL,1697509155
308,santa cruz,-17.8,-63.1667,29.7,62,9,4.63,BO,1697509155
309,el bolson,-41.9667,-71.5167,3.85,95,1,1.62,AR,1697509155
310,shache,38.4167,77.2406,15.24,33,100,2.06,CN,1697509155
311,upington,-28.4478,21.2561,16.03,50,0,6.85,ZA,1697509156
312,chilliwack,49.1747,-121.9443,12.66,94,100,2.24,CA,1697509156
313,dhromolaxia,34.8755,33.5868,20.4,72,20,1.54,CY,1697509156
314,cabo san lucas,22.8909,-109.9124,29.78,80,0,2.57,MX,1697509057
315,sittwe,20.15,92.9,26.17,80,2,2.56,MM,1697509156
316,san carlos,9.6612,-68.5827,24.61,85,100,1.37,VE,1697509156
317,coahuayana de hidalgo,18.7,-103.6583,24.55,96,100,1.32,MX,1697509157
318,cockburn town,21.4612,-71.1419,29.26,69,99,1.16,TC,1697509151
319,oulad teima,30.3947,-9.209,23.6,49,83,2.87,MA,1697509157
320,balnearia,-31.0088,-62.6673,23.09,53,100,8.38,AR,1697508967
321,st. paul,44.9444,-93.0933,11.14,88,0,0.45,US,1697509104
322,baise city,23.8997,106.6133,25.46,62,4,0.33,CN,1697509157
323,banda aceh,5.5577,95.3222,27.72,76,98,6.51,ID,1697509082
324,eilat,29.5581,34.9482,21.91,60,0,3.6,IL,1697509158
325,puerto baquerizo moreno,-0.9,-89.6,23.66,82,63,2.8,EC,1697509158
326,whitefish,48.4111,-114.3376,16.22,83,0,1.54,US,1697509158
327,cestos city,5.46,-9.5828,24.6,90,100,2.71,LR,1697509158
328,licheng,23.2955,113.8284,25.74,51,60,2.02,CN,1697509159
329,eyl,7.9803,49.8164,26.85,81,56,1.24,SO,1697509159
330,branson,36.6437,-93.2185,11.32,88,20,0.45,US,1697509159
331,susuman,62.7833,148.1667,-14.45,69,1,1.34,RU,1697509159
332,susangerd,31.5608,48.1831,24.28,36,2,4.14,IR,1697509159
333,praia da vitoria,38.7333,-27.0667,19.31,88,75,4.88,PT,1697509160
334,mandalgovi,45.7625,106.2708,2.87,56,36,6.98,MN,1697509160
335,polyarnyy,69.1989,33.4478,3.22,75,100,11.16,RU,1697509160
336,goksun,38.021,36.4973,9.97,65,0,1.78,TR,1697509160
337,mwadui,-3.55,33.6,22.44,65,100,2.76,TZ,1697509161
338,suva,-18.1416,178.4415,24.71,78,75,4.12,FJ,1697509101
339,magadan,59.5667,150.8,1.01,66,100,1.34,RU,1697509161
340,sinabang,2.4803,96.3801,24.94,90,100,2.89,ID,1697509161
341,newman,37.3138,-121.0208,24.05,63,100,0.45,US,1697509161
342,tete,-16.1564,33.5867,27.05,74,40,3.09,MZ,1697509161
343,nuuk,64.1835,-51.7216,-4.66,58,0,7.72,GL,1697508924
344,hualien city,23.9769,121.6044,25.24,71,98,2.66,TW,1697509162
345,karratha,-20.7377,116.8463,34.46,13,0,7.26,AU,1697509162
346,viedma,-40.8135,-62.9967,5.88,78,0,1.41,AR,1697509162
347,alice springs,-23.7,133.8833,24.75,16,0,6.69,AU,1697509162
348,ancud,-41.8697,-73.8203,6.41,88,3,2.36,CL,1697509162
349,antsiranana,-12.2787,49.2917,24.45,72,83,3.02,MG,1697509163
350,vikhorevka,56.1201,101.1636,1.77,97,100,3.75,RU,1697509163
351,jinghong,21.991,100.7341,25.99,68,56,1.03,CN,1697509163
352,francistown,-21.17,27.5079,18.19,89,31,4.35,BW,1697508961
353,ephraim,39.3597,-111.5863,15.45,32,0,0.73,US,1697509163
354,mitsamiouli,-11.3847,43.2844,25.37,82,16,5.27,KM,1697509163
355,rongelap,11.1635,166.8941,28.73,76,4,8.08,MH,1697509164
356,whitehorse,60.7161,-135.0538,3.78,100,100,2.57,CA,1697508996
357,jaguarari,-10.2639,-40.1958,19.83,64,0,3.74,BR,1697509164
358,san juan,-31.5375,-68.5364,17.76,17,0,4.78,AR,1697509149
359,yopal,5.3378,-72.3959,22.69,92,72,1.86,CO,1697509164
360,boldumsaz,42.1282,59.671,6.03,35,1,3.91,TM,1697508946
361,carrizo springs,28.5219,-99.8606,17.97,48,0,2.06,US,1697509165
362,egilsstadir,65.2653,-14.3948,-0.05,100,100,1.03,IS,1697509165
363,carora,10.1755,-70.0827,26.48,68,99,1.6,VE,1697509165
364,obo,5.3998,26.4869,19.4,95,99,1.34,CF,1697509165
365,belyy yar,53.6039,91.3903,5.94,70,40,8.0,RU,1697509165
366,pisco,-13.7,-76.2167,19.03,88,100,5.66,PE,1697509166
367,luderitz,-26.6481,15.1594,18.83,47,0,3.67,NA,1697509166
368,sitka,57.0531,-135.33,14.94,58,100,7.72,US,1697509166
369,mar del plata,-38.0023,-57.5575,10.61,85,75,5.14,AR,1697508964
370,abaete,-19.16,-45.4458,26.43,45,17,2.12,BR,1697509166
371,sogndal,61.2283,7.1003,7.21,93,100,3.6,NO,1697509167
372,bardai,11.65,7.2333,23.34,57,100,2.02,NG,1697509167
373,farkhar,36.5729,69.8578,11.76,56,14,2.26,AF,1697508979
374,kandyagash,49.4744,57.4233,6.75,70,0,5.39,KZ,1697508987
375,deqen,29.9618,90.7188,5.94,59,55,2.55,CN,1697509167
376,senica,48.6792,17.367,4.73,66,99,1.41,SK,1697509167
377,inari,68.906,27.0288,0.11,96,31,1.71,FI,1697509168
378,isangel,-19.55,169.2667,29.06,65,40,6.69,VU,1697509168
379,santa cruz del sur,20.7147,-77.9956,26.66,81,9,3.33,CU,1697509168
380,laem sing,12.4816,102.0738,29.19,82,79,1.93,TH,1697509168
381,ulsteinvik,62.3432,5.8487,12.09,93,100,10.28,NO,1697509168
382,san juan de miraflores,-12.1629,-76.9635,18.98,84,99,3.58,PE,1697509169
383,khark,29.2614,50.3306,30.01,51,0,7.2,IR,1697509169
384,lata,40.1629,-8.3327,22.73,80,27,7.37,PT,1697509169
385,lazaro cardenas,17.9583,-102.2,26.45,84,100,2.12,MX,1697509170
386,ntungamo,-0.8833,29.65,16.71,97,100,1.2,UG,1697509170
387,lake monticello,37.9232,-78.3347,11.53,77,67,2.43,US,1697509170
388,juba,4.8517,31.5825,20.55,95,100,0.34,SS,1697509170
389,tapiramuta,-11.8472,-40.7914,17.65,76,0,2.95,BR,1697509170
390,waingapu,-9.6567,120.2641,30.98,48,14,5.1,ID,1697509171
391,ciacova,45.5081,21.1286,4.0,63,100,2.71,RO,1697509171
392,necochea,-38.5473,-58.7368,8.53,83,0,7.53,AR,1697509171
393,rupert,42.6191,-113.6772,17.32,45,0,2.06,US,1697509171
394,tortoli,39.9256,9.6572,18.9,88,75,4.12,IT,1697508879
395,buala,-8.145,159.5921,28.15,77,100,0.88,SB,1697509172
396,codajas,-3.8367,-62.0569,24.62,79,49,0.8,BR,1697509172
397,mugia,43.1041,-9.2179,22.73,76,98,10.99,ES,1697509172
398,vernon,50.2581,-119.2691,16.27,77,100,1.03,CA,1697509172
399,camabatela,-8.1881,15.375,17.83,99,90,1.37,AO,1697509173
400,turaif,31.6725,38.6637,12.14,71,0,2.06,SA,1697509173
401,hurricane,37.1753,-113.2899,24.72,24,0,0.89,US,1697509173
402,callao,-12.0667,-77.15,19.84,77,100,4.63,PE,1697509173
403,inverell,-29.7833,151.1167,27.04,20,0,2.68,AU,1697509173
404,smithers,54.7804,-127.1743,9.18,93,100,1.03,CA,1697508921
405,nova vicosa,-17.8919,-39.3719,23.34,80,11,2.89,BR,1697509174
406,birao,10.2849,22.7882,22.6,82,85,1.19,CF,1697509174
407,novovorontsovka,47.5004,33.9175,6.4,80,6,7.2,UA,1697509174
408,chernyshevskiy,63.0128,112.4714,-0.93,88,100,2.27,RU,1697509174
409,tidjikja,18.5564,-11.4271,27.82,13,20,2.51,MR,1697509174
410,dauphin,51.1494,-100.0502,10.08,71,0,3.6,CA,1697509175
411,giyani,-23.3025,30.7187,18.01,91,100,1.22,ZA,1697509175
412,puerto deseado,-47.7503,-65.8938,11.63,48,15,10.21,AR,1697509175
413,oranjemund,-28.55,16.4333,16.3,73,0,1.5,NA,1697509175
414,san patricio,28.017,-97.5169,21.92,43,0,3.21,US,1697509175
415,mantua,45.1667,10.7833,12.25,67,99,0.89,IT,1697509073
416,kone,-21.0595,164.8658,24.97,78,99,2.46,NC,1697509176
417,dera bugti,29.0307,69.151,20.79,60,8,2.81,PK,1697509176
418,port-gentil,-0.7193,8.7815,25.96,82,100,2.29,GA,1697509176
419,armacao de buzios,-22.7469,-41.8817,22.59,95,24,8.94,BR,1697509176
420,khandud,36.9513,72.318,2.81,91,100,1.21,AF,1697509177
421,gejiu,23.306,103.1635,14.67,80,49,1.82,CN,1697509177
422,coruripe,-10.1256,-36.1756,23.36,82,78,4.78,BR,1697509177
423,ola,59.5833,151.2833,1.34,95,100,2.96,RU,1697509177
424,lorengau,-2.0226,147.2712,29.78,67,15,2.06,PG,1697509177
425,menongue,-14.6585,17.691,19.69,68,97,2.24,AO,1697509178
426,brinkmann,-30.8659,-62.0374,23.88,62,58,7.43,AR,1697509178
427,porto novo,6.4965,2.6036,26.9,87,100,3.07,BJ,1697509053
428,flying fish cove,-10.4217,105.6791,26.82,83,100,5.14,CX,1697508924
429,boundiali,9.5217,-6.4869,22.92,87,100,2.6,CI,1697509178
430,n'dalatando,-9.2978,14.9116,19.96,91,99,0.95,AO,1697509178
431,moyynkum,44.2914,72.9469,10.92,60,0,8.66,KZ,1697509178
432,sur,22.5667,59.5289,27.34,68,0,3.95,OM,1697509179
433,metlili chaamba,32.2667,3.6333,19.52,24,0,2.06,DZ,1697509179
434,hamilton,39.1834,-84.5333,11.9,82,100,2.57,US,1697509179
435,madinat ash shamal,26.1293,51.2009,28.7,69,0,3.87,QA,1697509179
436,akureyri,65.6835,-18.0878,-1.04,93,0,0.0,IS,1697509179
437,chui,-33.6971,-53.4616,16.63,98,10,3.58,UY,1697508993
438,biograd na moru,43.9433,15.4519,13.75,44,100,2.41,HR,1697509180
439,mandaguacu,-23.3472,-52.0953,27.32,43,71,2.43,BR,1697509180
440,broome,42.2506,-75.833,10.95,94,100,4.12,US,1697509180
441,brandon,27.9378,-82.2859,18.91,74,0,2.06,US,1697509181
442,severo-yeniseyskiy,60.3725,93.0408,0.88,90,100,4.02,RU,1697509181
443,gadzhiyevo,69.2551,33.3362,3.27,70,100,11.27,RU,1697509181
444,axim,4.8699,-2.2405,24.51,89,55,2.9,GH,1697508980
445,jamsankoski,61.919,25.1701,1.27,84,97,3.61,FI,1697509181
446,camocim,-2.9022,-40.8411,25.8,76,5,5.6,BR,1697509181
447,carnarvon,-24.8667,113.6333,29.72,36,0,3.62,AU,1697509182
448,lamu,-2.2717,40.902,25.12,91,100,2.66,KE,1697509182
449,cole harbour,44.6724,-63.4751,9.71,93,100,4.12,CA,1697509182
450,den burg,53.0542,4.7972,8.31,82,94,1.54,NL,1697509182
451,fremont,37.5483,-121.9886,22.6,77,20,4.12,US,1697508893
452,troitsko-pechorsk,62.7084,56.1964,8.16,76,100,4.02,RU,1697509182
453,prince rupert,54.3161,-130.3201,13.05,96,100,9.26,CA,1697509183
454,khandyga,62.6667,135.6,-9.92,60,51,2.05,RU,1697509183
455,inhambane,-23.865,35.3833,20.89,93,100,2.74,MZ,1697509183
456,mizhirah,16.8261,42.7333,29.91,66,0,0.0,SA,1697509183
457,sirjan,29.452,55.6814,16.17,56,0,2.64,IR,1697509183
458,ciudad dario,12.7314,-86.124,22.35,96,100,1.42,NI,1697509183
459,zuenoula,7.4292,-6.0431,22.02,98,100,2.23,CI,1697509184
460,tamandare,-8.7597,-35.1047,23.9,81,70,4.99,BR,1697509184
461,graham,47.0529,-122.2943,12.87,91,100,4.12,US,1697509184
462,yeppoon,-23.1333,150.7333,33.88,52,0,6.44,AU,1697509184
463,bloomfield,40.8068,-74.1854,14.36,79,100,4.12,US,1697509184
464,rikaze,29.25,88.8833,6.28,41,8,1.95,CN,1697509185
465,kuta,-8.7233,115.1723,27.97,78,20,3.13,ID,1697508966
466,illizi,26.4833,8.4667,21.89,23,15,1.86,DZ,1697509185
467,malango,-2.9627,119.9001,28.83,50,7,2.12,ID,1697509185
468,fale old settlement,-9.3852,-171.2468,28.71,76,100,7.77,TK,1697509186
469,ferkessedougou,9.6,-5.2,23.4,88,100,2.65,CI,1697509186
470,natal,-5.795,-35.2094,24.12,83,20,3.09,BR,1697509181
471,ciudad constitucion,25.0369,-111.6644,26.98,57,0,6.55,MX,1697509186
472,wabag,-5.4781,143.7021,20.87,64,50,2.14,PG,1697509187
473,zouerate,22.7187,-12.4521,27.98,28,61,2.37,MR,1697509187
474,tindouf,27.6711,-8.1474,24.25,22,0,2.57,DZ,1697509187
475,tyukhtet,56.5389,89.3011,5.9,88,100,6.59,RU,1697509187
476,derzhavinsk,51.1,66.3167,9.05,67,11,3.22,KZ,1697509187
477,east london,-33.0153,27.9116,16.83,81,96,5.58,ZA,1697509187
478,san pedro pochutla,15.7333,-96.4667,24.88,87,100,1.63,MX,1697509188
479,colares,38.7992,-9.4469,23.82,96,9,10.73,PT,1697509188
480,scottburgh,-30.2867,30.7532,17.81,82,100,5.67,ZA,1697509188
481,fayroz koh,34.5195,65.2509,3.19,51,0,1.75,AF,1697508979
482,nyrob,60.733,56.7202,10.77,88,100,3.13,RU,1697509188
483,bodden town,19.2833,-81.25,29.0,77,75,4.63,KY,1697509189
484,manokwari,-0.8667,134.0833,29.13,67,68,3.42,ID,1697509189
485,mouila,-1.8685,11.0559,22.93,96,100,0.46,GA,1697509189
486,troitsk,54.0979,61.5773,6.68,87,0,2.68,RU,1697509189
487,bako,5.7833,36.5667,16.27,98,100,0.73,ET,1697509189
488,chiang klang,19.2938,100.8617,26.92,76,83,0.46,TH,1697509189
489,ji'an,27.1172,114.9793,23.77,47,0,0.56,CN,1697509190
490,robore,-18.3333,-59.75,29.57,41,74,2.47,BO,1697509190
491,dolinsk,47.35,142.8,6.51,55,60,6.99,RU,1697509190
492,maslyanino,54.3436,84.2111,6.82,78,100,4.98,RU,1697509190
493,monastir,35.7833,10.8333,22.99,56,0,6.17,TN,1697509190
494,twin falls,42.3505,-114.6445,14.94,58,0,1.54,US,1697509131
495,naze,28.3667,129.4833,23.51,54,19,4.31,JP,1697509191
496,iranshahr,27.2025,60.6848,22.19,21,20,2.06,IR,1697509191
497,port saint john's,-31.6229,29.5448,17.59,80,99,3.96,ZA,1697509191
498,port douglas,-16.4833,145.4667,25.75,57,42,2.89,AU,1697509191
499,turpan,42.9333,89.1667,16.3,31,0,2.99,CN,1697509192
500,saldanha,-33.0117,17.9442,17.02,69,0,2.71,ZA,1697509192
501,chulym,55.0997,80.9572,8.47,86,97,4.35,RU,1697509192
502,bridgewater,44.3835,-64.5155,9.82,91,100,3.6,CA,1697509192
503,queenstown,-31.8976,26.8753,10.12,93,100,2.33,ZA,1697509085
504,saudarkrokur,65.7461,-19.6394,0.96,84,100,1.66,IS,1697509193
505,vice,-5.4167,-80.7833,22.23,72,27,5.49,PE,1697509193
506,cuiaba,-15.5961,-56.0967,29.96,48,0,3.6,BR,1697508902
507,nadi,-17.8,177.4167,28.0,57,20,6.69,FJ,1697509193
508,rawson,-43.3002,-65.1023,11.23,51,12,6.13,AR,1697509193
509,benguela,-12.5763,13.4055,22.49,82,100,1.68,AO,1697509193
510,nouadhibou,20.931,-17.0347,25.99,47,66,7.72,MR,1697509086
511,island harbour,50.724,-1.2758,12.23,79,100,5.81,GB,1697509194
512,usogorsk,63.4106,48.6872,3.15,87,100,1.59,RU,1697509158
513,atmore,31.0238,-87.4939,11.58,85,0,2.57,US,1697509194
514,almeirim,-1.5233,-52.5817,26.55,74,90,1.97,BR,1697509194
515,kill devil hills,36.0307,-75.676,14.01,67,0,2.06,US,1697509195
516,mungaoli,24.4167,78.1,21.64,71,0,1.28,IN,1697509195
517,fort bragg,35.139,-79.006,11.75,78,0,2.06,US,1697509195
518,tamanrasset,22.785,5.5228,19.95,22,0,2.06,DZ,1697509195
519,peniche,39.3558,-9.3811,22.28,91,23,13.44,PT,1697509083
520,ixtapa,20.7,-105.2,29.57,74,0,0.0,MX,1697509117
521,baardheere,2.3446,42.2764,25.73,80,24,3.53,SO,1697509196
522,emerald,-23.5333,148.1667,32.41,16,6,5.01,AU,1697508906
523,anloga,5.7947,0.8973,26.14,83,99,5.01,GH,1697509196
524,walvis bay,-22.9575,14.5053,12.83,93,0,0.64,NA,1697509197
525,bakal,54.9417,58.8083,4.2,86,4,1.99,RU,1697509197
526,campo formoso,-10.5075,-40.3214,20.28,63,0,3.88,BR,1697509197
527,sena madureira,-9.0656,-68.6569,23.62,87,12,1.11,BR,1697509197
528,puerto francisco de orellana,-0.4667,-76.9667,22.41,86,10,0.99,EC,1697509197
529,riberalta,-10.9833,-66.1,26.01,65,84,1.0,BO,1697509198
530,macheng,31.1783,115.0319,24.82,41,0,1.25,CN,1697509198
531,ariquemes,-9.9133,-63.0408,22.81,93,56,2.24,BR,1697509198
532,verdal,63.7933,11.4817,6.02,94,100,2.18,NO,1697509198
533,manhattan,40.7834,-73.9662,14.25,76,20,4.12,US,1697508984
